,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,0,43,0,0,0,0,0,0,1,0,0
BCC,0,233,0,0,0,0,0,0,4,0,0
BEN_OTH,0,3,0,0,0,0,0,0,1,0,0
BKL,0,47,0,0,0,0,0,0,8,0,0
DF,0,1,0,0,0,0,0,0,4,0,0
INF,0,4,0,0,0,0,0,0,0,0,0
MAL_OTH,0,1,0,0,0,0,0,0,1,0,0
MEL,0,16,0,0,0,0,0,1,22,0,0
NV,0,17,0,0,0,0,0,0,67,0,0
SCCKA,0,45,0,0,0,0,0,0,0,1,0
VASC,0,3,0,0,0,0,0,0,1,0,0
