,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,15,2,0,0,4,0,0
NV,5,107,2,2,7,0,0
BCC,0,0,13,2,0,0,0
AKIEC,0,0,0,7,1,0,0
BKL,0,1,0,1,20,0,0
DF,0,0,0,0,1,0,0
VASC,0,0,0,0,0,0,3
