,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,14,5,0,0,2,0,0
NV,2,119,2,0,0,0,0
BCC,0,0,14,0,0,1,0
AKIEC,0,1,0,6,1,0,0
BKL,3,2,2,0,14,1,0
DF,0,0,0,0,0,1,0
VASC,0,0,0,0,0,0,3
