,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,16,1,0,1,2,1,0
NV,0,119,2,0,2,0,0
BCC,0,0,12,2,0,1,0
AKIEC,0,1,0,7,0,0,0
BKL,3,1,1,0,17,0,0
DF,0,0,0,0,0,1,0
VASC,0,0,0,0,0,0,3
