,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,17,2,0,0,2,0,0
NV,1,118,2,0,2,0,0
BCC,0,1,12,2,0,0,0
AKIEC,0,1,0,5,2,0,0
BKL,3,1,2,0,16,0,0
DF,0,0,0,0,0,1,0
VASC,0,1,0,0,0,0,2
