,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,13,6,0,0,1,1,0
NV,0,120,2,0,1,0,0
BCC,1,1,10,2,0,1,0
AKIEC,0,3,0,5,0,0,0
BKL,4,6,0,0,11,1,0
DF,0,0,0,0,0,1,0
VASC,0,1,0,0,0,0,2
