,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,12,5,0,0,4,0,0
NV,0,119,0,0,4,0,0
BCC,0,1,11,2,1,0,0
AKIEC,1,1,3,1,2,0,0
BKL,0,5,0,2,15,0,0
DF,0,0,0,0,1,0,0
VASC,0,1,1,0,1,0,0
