,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,16,0,0,2,3,0,0
NV,10,96,7,1,6,1,2
BCC,0,1,11,2,1,0,0
AKIEC,0,1,1,4,2,0,0
BKL,0,0,2,2,18,0,0
DF,0,0,0,0,1,0,0
VASC,0,0,0,0,0,0,3
