,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,13,1,1,2,4,0,0
NV,2,108,6,1,3,3,0
BCC,0,1,12,2,0,0,0
AKIEC,0,1,0,4,3,0,0
BKL,1,0,1,1,18,1,0
DF,0,0,0,0,0,1,0
VASC,0,0,0,0,0,0,3
