,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,14,3,0,1,3,0,0
NV,1,112,6,1,1,2,0
BCC,0,0,14,1,0,0,0
AKIEC,0,0,2,3,3,0,0
BKL,1,0,1,2,17,1,0
DF,0,0,0,0,0,1,0
VASC,0,0,0,0,0,0,3
