,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,14,1,0,2,4,0,0
NV,4,105,6,1,4,3,0
BCC,0,0,14,1,0,0,0
AKIEC,0,1,0,4,3,0,0
BKL,1,0,1,2,18,0,0
DF,0,0,0,0,0,1,0
VASC,0,0,0,0,0,0,3
