,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,14,2,1,1,3,0,0
NV,2,114,5,0,1,1,0
BCC,1,0,13,1,0,0,0
AKIEC,0,1,0,7,0,0,0
BKL,1,1,1,1,17,1,0
DF,0,0,0,0,0,1,0
VASC,0,0,0,0,0,0,3
