,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,13,4,0,0,4,0,0
NV,2,116,0,0,5,0,0
BCC,0,0,7,4,3,0,1
AKIEC,1,1,0,1,5,0,0
BKL,4,11,0,1,6,0,0
DF,0,0,0,1,0,0,0
VASC,0,3,0,0,0,0,0
