,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,11,6,1,1,2,0,0
NV,0,115,3,0,5,0,0
BCC,0,0,11,4,0,0,0
AKIEC,0,1,3,2,2,0,0
BKL,2,5,1,1,12,1,0
DF,0,0,0,1,0,0,0
VASC,0,0,2,0,0,0,1
