,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,12,5,1,0,3,0,0
NV,1,114,2,0,6,0,0
BCC,0,0,10,3,1,0,1
AKIEC,0,1,3,3,1,0,0
BKL,1,4,1,0,15,1,0
DF,0,0,0,1,0,0,0
VASC,0,0,2,0,0,0,1
