,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,0,19,1,0,1,0,0
NV,0,122,1,0,0,0,0
BCC,0,5,10,0,0,0,0
AKIEC,0,6,1,0,1,0,0
BKL,0,18,0,0,4,0,0
DF,0,1,0,0,0,0,0
VASC,0,1,2,0,0,0,0
