,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,11,5,1,0,4,0,0
NV,1,113,2,0,7,0,0
BCC,0,0,11,3,0,0,1
AKIEC,0,1,3,3,1,0,0
BKL,1,4,2,0,14,1,0
DF,0,0,0,1,0,0,0
VASC,0,0,2,0,0,0,1
