,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,12,5,0,0,4,0,0
NV,1,115,1,0,6,0,0
BCC,0,0,11,2,1,0,1
AKIEC,1,1,2,2,2,0,0
BKL,2,6,1,0,13,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,2,0,0,0,1
