,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,15,3,1,0,2,0,0
NV,2,117,2,0,2,0,0
BCC,0,0,11,2,0,2,0
AKIEC,0,1,0,5,2,0,0
BKL,0,1,1,2,18,0,0
DF,0,0,0,0,1,0,0
VASC,0,0,0,0,0,0,3
