,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,18,0,1,0,2,0,0
NV,12,100,3,0,7,1,0
BCC,0,0,9,3,1,2,0
AKIEC,0,0,0,6,2,0,0
BKL,3,0,0,0,19,0,0
DF,0,0,0,0,0,1,0
VASC,0,1,0,0,1,0,1
