,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,12,3,1,2,3,0,0
NV,6,104,4,0,4,2,3
BCC,0,0,10,2,0,2,1
AKIEC,2,2,0,1,3,0,0
BKL,3,2,1,0,14,1,1
DF,0,0,0,0,1,0,0
VASC,0,0,0,0,0,0,3
