,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,10,4,1,2,4,0,0
NV,5,104,4,1,4,2,3
BCC,0,0,9,4,0,1,1
AKIEC,2,2,0,1,3,0,0
BKL,1,2,1,1,14,2,1
DF,0,0,0,0,1,0,0
VASC,0,0,0,0,0,0,3
