,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,17,0,0,0,4,0,0
NV,3,110,2,1,4,2,1
BCC,1,0,7,5,0,2,0
AKIEC,0,0,1,3,4,0,0
BKL,2,0,0,1,19,0,0
DF,0,0,0,0,0,1,0
VASC,0,0,0,0,0,0,3
