,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,11,5,0,2,3,0,0
NV,0,122,1,0,0,0,0
BCC,1,1,11,2,0,0,0
AKIEC,0,1,0,7,0,0,0
BKL,3,2,0,1,16,0,0
DF,0,1,0,0,0,0,0
VASC,0,0,0,0,0,0,3
