,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,14,1,1,1,4,0,0
NV,5,104,7,1,5,1,0
BCC,0,0,14,0,1,0,0
AKIEC,0,0,2,3,3,0,0
BKL,0,0,2,1,18,1,0
DF,0,0,0,0,0,1,0
VASC,0,0,0,0,0,0,3
