,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,17,1,1,0,2,0,0
NV,3,113,6,0,1,0,0
BCC,1,0,13,1,0,0,0
AKIEC,0,1,3,3,1,0,0
BKL,2,0,2,1,17,0,0
DF,0,0,0,0,0,1,0
VASC,0,0,0,0,0,0,3
