,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,19,0,0,0,2,0,0
NV,12,103,3,0,5,0,0
BCC,0,0,12,1,0,1,1
AKIEC,0,1,1,3,3,0,0
BKL,3,2,0,1,16,0,0
DF,0,0,0,0,1,0,0
VASC,0,0,0,0,0,0,3
