,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,14,0,1,2,3,1,0
NV,10,99,6,0,3,4,1
BCC,0,0,13,2,0,0,0
AKIEC,0,1,0,7,0,0,0
BKL,3,0,0,2,17,0,0
DF,0,0,0,0,1,0,0
VASC,0,0,0,0,0,0,3
