,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,16,2,0,1,2,0,0
NV,3,115,1,0,3,0,1
BCC,0,1,10,3,1,0,0
AKIEC,0,1,2,1,4,0,0
BKL,0,2,0,2,18,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,0,0,0,0,3
