,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,15,3,0,1,2,0,0
NV,2,116,1,0,3,0,1
BCC,0,1,10,3,1,0,0
AKIEC,1,2,2,0,3,0,0
BKL,0,4,0,2,15,1,0
DF,0,0,0,1,0,0,0
VASC,0,0,0,0,0,0,3
