,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,7,10,1,0,3,0,0
NV,1,118,0,0,4,0,0
BCC,1,0,8,3,2,0,1
AKIEC,0,3,1,3,1,0,0
BKL,0,10,1,0,11,0,0
DF,0,0,0,0,1,0,0
VASC,0,0,2,0,0,0,1
