,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,9,8,1,0,3,0,0
NV,1,116,0,0,6,0,0
BCC,0,0,9,2,3,0,1
AKIEC,0,3,1,2,2,0,0
BKL,1,10,0,0,11,0,0
DF,0,0,0,0,1,0,0
VASC,0,0,2,0,0,0,1
