,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,6,6,0,0,9,0,0
NV,0,116,0,0,7,0,0
BCC,0,0,9,2,3,0,1
AKIEC,1,1,0,1,5,0,0
BKL,1,4,0,0,17,0,0
DF,0,0,0,1,0,0,0
VASC,0,2,0,0,1,0,0
