,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,9,8,0,1,3,0,0
NV,3,114,1,0,5,0,0
BCC,0,0,10,2,2,0,1
AKIEC,0,3,1,2,2,0,0
BKL,0,10,0,0,12,0,0
DF,0,0,0,0,1,0,0
VASC,0,0,2,0,0,0,1
