,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,15,4,0,0,2,0,0
NV,3,112,2,0,6,0,0
BCC,1,0,10,1,2,0,1
AKIEC,1,3,1,0,3,0,0
BKL,4,5,2,0,11,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,2,0,0,0,1
