,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,8,11,0,1,1,0,0
NV,2,116,1,0,4,0,0
BCC,1,0,10,2,2,0,0
AKIEC,0,3,1,2,2,0,0
BKL,0,10,1,0,11,0,0
DF,0,0,0,0,1,0,0
VASC,0,0,2,0,0,0,1
