,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,13,3,0,1,3,1,0
NV,1,118,2,0,1,1,0
BCC,0,0,14,1,0,0,0
AKIEC,0,1,0,6,1,0,0
BKL,3,0,0,1,18,0,0
DF,0,0,0,0,1,0,0
VASC,0,0,0,0,0,0,3
