,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,8,5,1,0,7,0,0
NV,1,116,3,0,3,0,0
BCC,1,3,8,2,1,0,0
AKIEC,1,2,4,0,1,0,0
BKL,4,7,1,0,10,0,0
DF,0,1,0,0,0,0,0
VASC,1,1,1,0,0,0,0
