,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,5,12,0,0,4,0,0
NV,0,116,1,0,6,0,0
BCC,1,0,9,3,2,0,0
AKIEC,1,3,1,0,3,0,0
BKL,2,12,0,1,7,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,2,0,1,0,0
