,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,9,5,0,1,6,0,0
NV,7,112,1,0,3,0,0
BCC,1,5,8,0,1,0,0
AKIEC,0,3,1,0,4,0,0
BKL,1,10,1,0,10,0,0
DF,0,1,0,0,0,0,0
VASC,0,3,0,0,0,0,0
