,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,5,8,1,0,7,0,0
NV,0,117,1,0,5,0,0
BCC,0,1,11,1,2,0,0
AKIEC,0,3,1,0,4,0,0
BKL,0,7,2,0,13,0,0
DF,0,0,0,0,1,0,0
VASC,0,1,2,0,0,0,0
