,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,17,0,0,2,2,0,0
NV,6,106,4,2,3,2,0
BCC,1,0,12,1,0,1,0
AKIEC,1,1,0,5,1,0,0
BKL,2,0,1,0,19,0,0
DF,0,0,0,0,0,1,0
VASC,0,0,0,0,0,0,3
