,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,6,9,0,1,5,0,0
NV,1,115,1,0,5,1,0
BCC,0,3,9,2,0,0,1
AKIEC,0,1,2,2,3,0,0
BKL,1,6,1,2,12,0,0
DF,0,0,0,1,0,0,0
VASC,0,1,1,0,0,0,1
