,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,9,7,0,1,4,0,0
NV,1,114,1,0,7,0,0
BCC,0,3,7,4,0,0,1
AKIEC,0,1,2,1,3,1,0
BKL,2,5,1,2,11,1,0
DF,0,0,0,1,0,0,0
VASC,0,1,1,0,0,0,1
