,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,0,19,0,0,2,0,0
NV,0,123,0,0,0,0,0
BCC,0,14,0,0,1,0,0
AKIEC,0,8,0,0,0,0,0
BKL,0,18,0,0,3,0,1
DF,0,1,0,0,0,0,0
VASC,0,2,1,0,0,0,0
