,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,10,8,0,1,2,0,0
NV,1,114,1,0,7,0,0
BCC,0,1,10,1,2,0,1
AKIEC,0,1,1,2,3,1,0
BKL,1,4,1,3,13,0,0
DF,0,0,0,1,0,0,0
VASC,0,1,1,0,0,0,1
