,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,10,6,0,0,5,0,0
NV,1,117,1,0,4,0,0
BCC,0,2,7,3,2,0,1
AKIEC,0,1,2,2,3,0,0
BKL,2,5,1,3,10,1,0
DF,0,0,0,1,0,0,0
VASC,0,1,1,0,0,0,1
