,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,9,6,0,1,5,0,0
NV,1,117,1,0,3,1,0
BCC,0,2,7,4,1,0,1
AKIEC,0,1,2,2,3,0,0
BKL,1,5,1,3,12,0,0
DF,0,0,0,1,0,0,0
VASC,0,1,1,0,0,0,1
