,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,10,5,0,0,6,0,0
NV,2,115,2,0,4,0,0
BCC,1,0,12,1,1,0,0
AKIEC,1,1,3,0,3,0,0
BKL,2,5,2,2,11,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,3,0,0,0,0
