,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,0,38,0,0,0,0,0,0,0,0,0
BCC,0,223,0,0,0,0,0,0,13,2,0
BEN_OTH,0,1,0,0,0,0,0,0,1,0,0
BKL,0,38,0,0,0,0,0,0,12,1,0
DF,0,1,0,0,0,0,0,0,2,0,0
INF,0,5,0,0,0,0,0,0,2,0,0
MAL_OTH,0,1,0,0,0,0,0,0,0,0,0
MEL,0,16,0,0,0,0,0,1,40,0,0
NV,0,13,0,0,0,0,0,0,60,0,0
SCCKA,0,43,0,0,0,0,0,0,0,5,0
VASC,0,3,0,0,0,0,0,0,3,0,0
