,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,10,6,1,0,4,0,0
NV,3,115,1,0,4,0,0
BCC,0,1,9,3,2,0,0
AKIEC,0,1,1,1,5,0,0
BKL,1,5,0,3,13,0,0
DF,0,0,0,0,1,0,0
VASC,0,1,0,0,2,0,0
