,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,9,8,1,0,3,0,0
NV,0,113,1,1,8,0,0
BCC,1,0,11,3,0,0,0
AKIEC,1,1,0,2,4,0,0
BKL,1,7,0,0,14,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,2,0,0,0,1
