,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,12,5,1,0,3,0,0
NV,2,115,1,0,5,0,0
BCC,0,0,11,2,1,0,1
AKIEC,1,1,0,3,3,0,0
BKL,1,7,0,0,14,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,2,0,0,0,1
