,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,11,6,1,0,3,0,0
NV,2,114,0,0,7,0,0
BCC,0,0,10,3,1,0,1
AKIEC,1,1,0,2,4,0,0
BKL,1,8,0,0,13,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,2,0,0,0,1
