,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,16,3,0,0,2,0,0
NV,5,111,1,0,6,0,0
BCC,1,0,12,1,1,0,0
AKIEC,1,3,0,2,2,0,0
BKL,6,10,0,0,6,0,0
DF,0,1,0,0,0,0,0
VASC,1,0,2,0,0,0,0
