,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,10,7,1,0,3,0,0
NV,0,113,0,1,9,0,0
BCC,1,0,10,4,0,0,0
AKIEC,1,1,0,3,3,0,0
BKL,2,6,0,0,14,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,2,0,0,0,1
