,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,9,7,0,0,5,0,0
NV,3,113,2,0,5,0,0
BCC,1,0,11,3,0,0,0
AKIEC,1,1,0,4,2,0,0
BKL,6,6,0,1,9,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,2,0,0,0,1
