,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,8,8,1,0,4,0,0
NV,2,115,2,0,4,0,0
BCC,1,0,10,4,0,0,0
AKIEC,1,1,1,2,3,0,0
BKL,6,7,0,0,9,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,2,0,0,0,1
