,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,11,7,0,0,3,0,0
NV,1,115,1,0,6,0,0
BCC,0,0,10,5,0,0,0
AKIEC,1,1,1,2,3,0,0
BKL,3,7,0,0,12,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,1,1,0,0,1
