,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,7,8,1,0,5,0,0
NV,3,115,0,0,5,0,0
BCC,1,0,9,4,1,0,0
AKIEC,0,2,0,4,2,0,0
BKL,3,7,0,1,11,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,1,1,0,0,1
