,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,5,12,0,0,4,0,0
NV,0,116,2,0,5,0,0
BCC,1,0,13,0,0,0,1
AKIEC,0,2,3,0,3,0,0
BKL,2,11,1,0,8,0,0
DF,0,0,0,1,0,0,0
VASC,0,3,0,0,0,0,0
