,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,9,7,1,0,4,0,0
NV,4,114,0,0,5,0,0
BCC,1,0,10,3,1,0,0
AKIEC,0,2,0,3,3,0,0
BKL,1,8,1,1,11,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,1,1,0,0,1
