,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,7,9,1,0,4,0,0
NV,3,114,1,0,5,0,0
BCC,1,0,9,4,1,0,0
AKIEC,1,2,0,3,2,0,0
BKL,2,6,0,1,13,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,1,1,0,0,1
