,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,10,5,0,0,6,0,0
NV,5,112,1,0,5,0,0
BCC,1,0,10,3,1,0,0
AKIEC,1,2,0,3,2,0,0
BKL,4,6,0,1,11,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,1,1,0,0,1
